"Serial","Participant","ActionType","ActionParameters","Date","Time","Group","Day","duration"
"7518","VASTOIC","Search","vann from 2014-01-01 to 2015-01-01 page 0","7/18/19",9H 19M 27S,"Group2","Day2",4
"7519","VASTOIC","Search","Vann from 2014-01-01 to 2015-01-01 page 0","7/18/19",9H 19M 31S,"Group2","Day2",2
"7520","VASTOIC","Search","Vann from 2014-01-01 to 2015-01-01 page 0","7/18/19",9H 19M 33S,"Group2","Day2",27
"7521","VASTOIC","EditNotes","VASTOIC_revision_57_July_18_9:20_AM.patch","7/18/19",9H 20M 0S,"Group2","Day2",145
"7522","VASTOIC","Search","Vann from 2014-01-01 to 2015-01-01 page 0","7/18/19",9H 22M 25S,"Group2","Day2",32
"7523","VASTOIC","Search","Vann from 2014-01-01 to 2014-01-23 page 0","7/18/19",9H 22M 57S,"Group2","Day2",13
"7524","VASTOIC","Search","Vann from 2014-01-20 to 2014-01-23 page 0","7/18/19",9H 23M 10S,"Group2","Day2",9
"7525","VASTOIC","Search"," from 2014-01-20 to 2014-01-23 page 0","7/18/19",9H 23M 19S,"Group2","Day2",6
"7526","VASTOIC","Search"," from 2014-01-20 to 2014-01-23 page 0","7/18/19",9H 23M 25S,"Group2","Day2",69
"7527","VASTOIC","GetDetail","Article 279","7/18/19",9H 24M 34S,"Group2","Day2",48
"7528","VASTOIC","GetDetail","Article 56","7/18/19",9H 25M 22S,"Group2","Day2",27
"7529","VASTOIC","GetDetail","Article 279","7/18/19",9H 25M 49S,"Group2","Day2",8
"7530","VASTOIC","GetDetail","Article 59","7/18/19",9H 25M 57S,"Group2","Day2",36
"7531","VASTOIC","GetDetail","Article 27","7/18/19",9H 26M 33S,"Group2","Day2",10
"7532","VASTOIC","GetDetail","Article 50","7/18/19",9H 26M 43S,"Group2","Day2",22
"7533","VASTOIC","GetDetail","Article 454","7/18/19",9H 27M 5S,"Group2","Day2",7
"7534","VASTOIC","Search"," from 2014-01-20 to 2014-01-23 page 1","7/18/19",9H 27M 12S,"Group2","Day2",6
"7535","VASTOIC","GetDetail","Article 3","7/18/19",9H 27M 18S,"Group2","Day2",12
"7536","VASTOIC","Search","International News from 2014-01-20 to 2014-01-23 page 0","7/18/19",9H 27M 30S,"Group2","Day2",3
"7537","VASTOIC","Search","International News from 2014-01-20 to 2014-01-23 page 0","7/18/19",9H 27M 33S,"Group2","Day2",87
"7538","VASTOIC","EditNotes","VASTOIC_revision_60_July_18_9:29_AM.patch","7/18/19",9H 29M 0S,"Group2","Day2",62
"7539","VASTOIC","GetDetail","Article 4","7/18/19",9H 30M 2S,"Group2","Day2",39
"7540","VASTOIC","Search"," from 2014-01-20 to 2014-01-23 page 0","7/18/19",9H 30M 41S,"Group2","Day2",10
"7541","VASTOIC","Search"," from 2014-01-20 to 2014-01-23 page 1","7/18/19",9H 30M 51S,"Group2","Day2",4
"7542","VASTOIC","GetDetail","Article 267","7/18/19",9H 30M 55S,"Group2","Day2",5
"7543","VASTOIC","EditNotes","VASTOIC_revision_62_July_18_9:31_AM.patch","7/18/19",9H 31M 0S,"Group2","Day2",57
"7544","VASTOIC","GetDetail","Article 442","7/18/19",9H 31M 57S,"Group2","Day2",63
"7545","VASTOIC","EditNotes","VASTOIC_revision_63_July_18_9:33_AM.patch","7/18/19",9H 33M 0S,"Group2","Day2",49
"7546","VASTOIC","GetDetail","Article 133","7/18/19",9H 33M 49S,"Group2","Day2",6
"7547","VASTOIC","Search"," from 2014-01-20 to 2014-01-23 page 2","7/18/19",9H 33M 55S,"Group2","Day2",6
"7548","VASTOIC","GetDetail","Article 41","7/18/19",9H 34M 1S,"Group2","Day2",59
"7549","VASTOIC","EditNotes","VASTOIC_revision_64_July_18_9:35_AM.patch","7/18/19",9H 35M 0S,"Group2","Day2",123
"7550","VASTOIC","GetDetail","Article 74","7/18/19",9H 37M 3S,"Group2","Day2",9
"7551","VASTOIC","GetDetail","Article 258","7/18/19",9H 37M 12S,"Group2","Day2",20
"7552","VASTOIC","GetDetail","Article 133","7/18/19",9H 37M 32S,"Group2","Day2",18
"7553","VASTOIC","GetDetail","Article 89","7/18/19",9H 37M 50S,"Group2","Day2",10
"7554","VASTOIC","Search"," from 2014-01-20 to 2014-01-23 page 3","7/18/19",9H 38M 0S,"Group2","Day2",7
"7555","VASTOIC","GetDetail","Article 391","7/18/19",9H 38M 7S,"Group2","Day2",10
"7556","VASTOIC","GetDetail","Article 400","7/18/19",9H 38M 17S,"Group2","Day2",43
"7557","VASTOIC","EditNotes","VASTOIC_revision_67_July_18_9:39_AM.patch","7/18/19",9H 39M 0S,"Group2","Day2",96
"7558","VASTOIC","Search","Tethys News from 2014-01-20 to 2014-01-23 page 0","7/18/19",9H 40M 36S,"Group2","Day2",3
"7559","VASTOIC","Search","Tethys News from 2014-01-20 to 2014-01-23 page 0","7/18/19",9H 40M 39S,"Group2","Day2",3
"7560","VASTOIC","GetDetail","Article 97","7/18/19",9H 40M 42S,"Group2","Day2",15
"7561","VASTOIC","Search","Tethys News from 2014-01-20 to 2014-01-23 page 1","7/18/19",9H 40M 57S,"Group2","Day2",10
"7562","VASTOIC","GetDetail","Article 455","7/18/19",9H 41M 7S,"Group2","Day2",29
"7563","VASTOIC","GetDetail","Article 409","7/18/19",9H 41M 36S,"Group2","Day2",8
"7564","VASTOIC","GetDetail","Article 400","7/18/19",9H 41M 44S,"Group2","Day2",18
"7565","VASTOIC","Search"," from 2014-01-20 to 2014-01-23 page 0","7/18/19",9H 42M 2S,"Group2","Day2",2
"7566","VASTOIC","Search"," from 2014-01-20 to 2014-01-23 page 0","7/18/19",9H 42M 4S,"Group2","Day2",15
"7567","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 42M 19S,"Group2","Day2",8
"7568","VASTOIC","GetDetail","Article 227","7/18/19",9H 42M 27S,"Group2","Day2",60
"7569","VASTOIC","GetDetail","Article 56","7/18/19",9H 43M 27S,"Group2","Day2",7
"7570","VASTOIC","GetDetail","Article 56","7/18/19",9H 43M 34S,"Group2","Day2",7
"7571","VASTOIC","GetDetail","Article 279","7/18/19",9H 43M 41S,"Group2","Day2",19
"7572","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 1","7/18/19",9H 44M 0S,"Group2","Day2",4
"7573","VASTOIC","GetDetail","Article 105","7/18/19",9H 44M 4S,"Group2","Day2",7
"7574","VASTOIC","GetDetail","Article 423","7/18/19",9H 44M 11S,"Group2","Day2",39
"7575","VASTOIC","Search","Kronos Star from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 44M 50S,"Group2","Day2",4
"7576","VASTOIC","Search","Kronos Star from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 44M 54S,"Group2","Day2",10
"7577","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 45M 4S,"Group2","Day2",5
"7578","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 45M 9S,"Group2","Day2",10
"7579","VASTOIC","GetDetail","Article 56","7/18/19",9H 45M 19S,"Group2","Day2",5
"7580","VASTOIC","GetDetail","Article 279","7/18/19",9H 45M 24S,"Group2","Day2",25
"7581","VASTOIC","GetDetail","Article 99","7/18/19",9H 45M 49S,"Group2","Day2",26
"7582","VASTOIC","Search","The Guide from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 46M 15S,"Group2","Day2",3
"7583","VASTOIC","Search","The Guide from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 46M 18S,"Group2","Day2",2
"7584","VASTOIC","GetDetail","Article 99","7/18/19",9H 46M 20S,"Group2","Day2",2
"7585","VASTOIC","GetDetail","Article 162","7/18/19",9H 46M 22S,"Group2","Day2",20
"7586","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 46M 42S,"Group2","Day2",2
"7587","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 46M 44S,"Group2","Day2",16
"7588","VASTOIC","EditNotes","VASTOIC_revision_69_July_18_9:47_AM.patch","7/18/19",9H 47M 0S,"Group2","Day2",80
"7589","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 48M 20S,"Group2","Day2",10
"7590","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 1","7/18/19",9H 48M 30S,"Group2","Day2",7
"7591","VASTOIC","Search","Homeland from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 48M 37S,"Group2","Day2",2
"7592","VASTOIC","Search","Homeland from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 48M 39S,"Group2","Day2",21
"7593","VASTOIC","EditNotes","VASTOIC_revision_70_July_18_9:49_AM.patch","7/18/19",9H 49M 0S,"Group2","Day2",67
"7594","VASTOIC","GetDetail","Article 105","7/18/19",9H 50M 7S,"Group2","Day2",30
"7595","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 50M 37S,"Group2","Day2",5
"7596","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 50M 42S,"Group2","Day2",6
"7597","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 0","7/18/19",9H 50M 48S,"Group2","Day2",13
"7598","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 0","7/18/19",9H 51M 1S,"Group2","Day2",1
"7599","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 0","7/18/19",9H 51M 2S,"Group2","Day2",8
"7600","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 0","7/18/19",9H 51M 10S,"Group2","Day2",1
"7601","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 1","7/18/19",9H 51M 11S,"Group2","Day2",89
"7602","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 1","7/18/19",9H 52M 40S,"Group2","Day2",2
"7603","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 1","7/18/19",9H 52M 42S,"Group2","Day2",21
"7604","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 1","7/18/19",9H 53M 3S,"Group2","Day2",2
"7605","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 1","7/18/19",9H 53M 5S,"Group2","Day2",64
"7606","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 1","7/18/19",9H 54M 9S,"Group2","Day2",2
"7607","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 1","7/18/19",9H 54M 11S,"Group2","Day2",7
"7608","VASTOIC","Search"," from 2014-01-20 to 2014-01-23 page 0","7/18/19",9H 54M 18S,"Group2","Day2",10
"7609","VASTOIC","Search"," from 2014-01-22 to 2014-01-23 page 0","7/18/19",9H 54M 28S,"Group2","Day2",12
"7610","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 54M 40S,"Group2","Day2",10
"7611","VASTOIC","GetDetail","Article 50","7/18/19",9H 54M 50S,"Group2","Day2",10
"7612","VASTOIC","EditNotes","VASTOIC_revision_72_July_18_9:55_AM.patch","7/18/19",9H 55M 0S,"Group2","Day2",3
"7613","VASTOIC","Search","Modern from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 55M 3S,"Group2","Day2",2
"7614","VASTOIC","Search","Modern from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 55M 5S,"Group2","Day2",1
"7615","VASTOIC","GetDetail","Article 152","7/18/19",9H 55M 6S,"Group2","Day2",15
"7616","VASTOIC","GetDetail","Article 454","7/18/19",9H 55M 21S,"Group2","Day2",27
"7617","VASTOIC","GetDetail","Article 454","7/18/19",9H 55M 48S,"Group2","Day2",4
"7618","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 55M 52S,"Group2","Day2",8
"7619","VASTOIC","Search","Internet from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 56M 0S,"Group2","Day2",2
"7620","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 56M 2S,"Group2","Day2",5
"7621","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 1","7/18/19",9H 56M 7S,"Group2","Day2",11
"7622","VASTOIC","GetDetail","Article 81","7/18/19",9H 56M 18S,"Group2","Day2",13
"7623","VASTOIC","GetDetail","Article 210","7/18/19",9H 56M 31S,"Group2","Day2",4
"7624","VASTOIC","Search"," from 2014-01-21 to 2014-01-23 page 2","7/18/19",9H 56M 35S,"Group2","Day2",48
"7625","VASTOIC","Search","Edvard from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 57M 23S,"Group2","Day2",2
"7626","VASTOIC","Search","Edvard from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 57M 25S,"Group2","Day2",18
"7627","VASTOIC","Search","Security from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 57M 43S,"Group2","Day2",2
"7628","VASTOIC","Search","Security from 2014-01-21 to 2014-01-23 page 0","7/18/19",9H 57M 45S,"Group2","Day2",3
"7629","VASTOIC","GetDetail","Employee Record 7","7/18/19",9H 57M 48S,"Group2","Day2",42
"7630","VASTOIC","GetDetail","Employee Record 44","7/18/19",9H 58M 30S,"Group2","Day2",14
"7631","VASTOIC","GetDetail","Employee Record 52","7/18/19",9H 58M 44S,"Group2","Day2",16
"7632","VASTOIC","EditNotes","VASTOIC_revision_74_July_18_9:59_AM.patch","7/18/19",9H 59M 0S,"Group2","Day2",36
"7633","VASTOIC","GetDetail","Employee Record 51","7/18/19",9H 59M 36S,"Group2","Day2",8
"7634","VASTOIC","GetDetail","Employee Record 52","7/18/19",9H 59M 44S,"Group2","Day2",26
"7635","VASTOIC","Search","VannAND from 2014-01-21 to 2014-01-23 page 0","7/18/19",10H 0M 10S,"Group2","Day2",31
"7636","VASTOIC","Search","Vann AND  from 2014-01-21 to 2014-01-23 page 0","7/18/19",10H 0M 41S,"Group2","Day2",4
"7637","VASTOIC","Search","Vann AND Bod from 2014-01-21 to 2014-01-23 page 0","7/18/19",10H 0M 45S,"Group2","Day2",5
"7638","VASTOIC","Search","Vann AND Bodrogi from 2014-01-21 to 2014-01-23 page 0","7/18/19",10H 0M 50S,"Group2","Day2",7
"7639","VASTOIC","Search","Vann AND Bodrogi from 2014-01-21 to 2014-01-23 page 0","7/18/19",10H 0M 57S,"Group2","Day2",4
"7640","VASTOIC","AddElement","ddss ","7/18/19",10H 1M 1S,"Group2","Day2",5
"7641","VASTOIC","Search","Vann AND Bodrogi from 2014-01-21 to 2014-01-23 page 0","7/18/19",10H 1M 6S,"Group2","Day2",6
"7642","VASTOIC","Search","Vann AND Bodrogi from 2014-01-21 to 2014-01-23 page 0","7/18/19",10H 1M 12S,"Group2","Day2",5
"7643","VASTOIC","Search","Vann AND Bodrogi from 2014-01-21 to 2014-01-23 page 0","7/18/19",10H 1M 17S,"Group2","Day2",3
"7644","VASTOIC","Search","Vann AND Bodrogi from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 1M 20S,"Group2","Day2",23
"7645","VASTOIC","Search","Vann AND Bodrogi AND OSV from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 1M 43S,"Group2","Day2",7
"7646","VASTOIC","Search","Vann AND Bodrogi AND Osvaldo from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 1M 50S,"Group2","Day2",9
"7647","VASTOIC","Search","Vann AND Bodrogi AND Osvaldo from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 1M 59S,"Group2","Day2",42
"7648","VASTOIC","GetDetail","Email Header 1099","7/18/19",10H 2M 41S,"Group2","Day2",7
"7649","VASTOIC","GetDetail","Email Header 1144","7/18/19",10H 2M 48S,"Group2","Day2",27
"7650","VASTOIC","Search","Vann AND Bodrogi from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 3M 15S,"Group2","Day2",3
"7651","VASTOIC","Search","Vann AND Bodrogi from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 3M 18S,"Group2","Day2",9
"7652","VASTOIC","GetDetail","Email Header 976","7/18/19",10H 3M 27S,"Group2","Day2",93
"7653","VASTOIC","EditNotes","VASTOIC_revision_75_July_18_10:05_AM.patch","7/18/19",10H 5M 0S,"Group2","Day2",57
"7654","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 5M 57S,"Group2","Day2",2
"7655","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 5M 59S,"Group2","Day2",29
"7656","VASTOIC","Search"," from 2014-01-19 to 2014-01-23 page 0","7/18/19",10H 6M 28S,"Group2","Day2",30
"7657","VASTOIC","Search"," from 2014-01-19 to 2014-01-23 page 0","7/18/19",10H 6M 58S,"Group2","Day2",21
"7658","VASTOIC","Search"," from 2014-01-19 to 2014-01-23 page 0","7/18/19",10H 7M 19S,"Group2","Day2",2
"7659","VASTOIC","Search"," from 2014-01-19 to 2014-01-23 page 0","7/18/19",10H 7M 21S,"Group2","Day2",1
"7660","VASTOIC","Search"," from 2014-01-19 to 2014-01-23 page 0","7/18/19",10H 7M 22S,"Group2","Day2",22
"7661","VASTOIC","Search"," from 2014-01-01 to 2014-01-23 page 0","7/18/19",10H 7M 44S,"Group2","Day2",17
"7662","VASTOIC","Search","security from 2014-01-01 to 2014-01-23 page 0","7/18/19",10H 8M 1S,"Group2","Day2",5
"7663","VASTOIC","Search","Security from 2014-01-01 to 2014-01-23 page 0","7/18/19",10H 8M 6S,"Group2","Day2",4
"7664","VASTOIC","Search","Military from 2014-01-01 to 2014-01-23 page 0","7/18/19",10H 8M 10S,"Group2","Day2",9
"7665","VASTOIC","Search"," from 2014-01-01 to 2014-01-23 page 0","7/18/19",10H 8M 19S,"Group2","Day2",1
"7666","VASTOIC","Search"," from 2014-01-01 to 2014-01-23 page 0","7/18/19",10H 8M 20S,"Group2","Day2",2
"7667","VASTOIC","GetDetail","Bio-Ada%20Campo.pdf","7/18/19",10H 8M 22S,"Group2","Day2",11
"7668","VASTOIC","GetDetail","Bio-Ingrid%20Barranco.pdf","7/18/19",10H 8M 33S,"Group2","Day2",17
"7669","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 8M 50S,"Group2","Day2",11
"7670","VASTOIC","Search","Security from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 9M 1S,"Group2","Day2",9
"7671","VASTOIC","Search","Military from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 9M 10S,"Group2","Day2",4
"7672","VASTOIC","Search","Vann from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 9M 14S,"Group2","Day2",2
"7673","VASTOIC","Search","Vann from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 9M 16S,"Group2","Day2",1
"7674","VASTOIC","GetDetail","Resume-IsiaVann.pdf","7/18/19",10H 9M 17S,"Group2","Day2",13
"7675","VASTOIC","Search","Armed Forces from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 9M 30S,"Group2","Day2",6
"7676","VASTOIC","Search","Armed Forces from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 9M 36S,"Group2","Day2",4
"7677","VASTOIC","Search","Kronos from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 9M 40S,"Group2","Day2",8
"7678","VASTOIC","Search","Abila from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 9M 48S,"Group2","Day2",1
"7679","VASTOIC","Search","Abila from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 9M 49S,"Group2","Day2",1
"7680","VASTOIC","Search","Abila from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 9M 50S,"Group2","Day2",7
"7681","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 9M 57S,"Group2","Day2",3
"7682","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 10M 0S,"Group2","Day2",8
"7683","VASTOIC","GetDetail","Bio-Willem%20Vasco.pdf","7/18/19",10H 10M 8S,"Group2","Day2",19
"7684","VASTOIC","Search","University from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 10M 27S,"Group2","Day2",8
"7685","VASTOIC","Search","Albia from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 10M 35S,"Group2","Day2",5
"7686","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 10M 40S,"Group2","Day2",7
"7687","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 10M 47S,"Group2","Day2",13
"7688","VASTOIC","GetDetail","Resume-LinneaBergen.pdf","7/18/19",10H 11M 0S,"Group2","Day2",4
"7689","VASTOIC","Search","Force from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 11M 4S,"Group2","Day2",15
"7690","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 11M 19S,"Group2","Day2",7
"7691","VASTOIC","Search","Varja from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 11M 26S,"Group2","Day2",3
"7692","VASTOIC","Search","Varja from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 11M 29S,"Group2","Day2",2
"7693","VASTOIC","GetDetail","Employee Record 45","7/18/19",10H 11M 31S,"Group2","Day2",7
"7694","VASTOIC","Search","military from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 11M 38S,"Group2","Day2",9
"7695","VASTOIC","Search","Discharge from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 11M 47S,"Group2","Day2",5
"7696","VASTOIC","Search","Discharge from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 11M 52S,"Group2","Day2",9
"7697","VASTOIC","GetDetail","Employee Record 6","7/18/19",10H 12M 1S,"Group2","Day2",7
"7698","VASTOIC","GetDetail","Employee Record 7","7/18/19",10H 12M 8S,"Group2","Day2",6
"7699","VASTOIC","GetDetail","Employee Record 7","7/18/19",10H 12M 14S,"Group2","Day2",2
"7700","VASTOIC","GetDetail","Employee Record 14","7/18/19",10H 12M 16S,"Group2","Day2",6
"7701","VASTOIC","GetDetail","Employee Record 15","7/18/19",10H 12M 22S,"Group2","Day2",14
"7702","VASTOIC","Search","Discharge AND Kronos from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 12M 36S,"Group2","Day2",15
"7703","VASTOIC","Search","Discharge AND Kronos from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 12M 51S,"Group2","Day2",6
"7704","VASTOIC","GetDetail","Employee Record 37","7/18/19",10H 12M 57S,"Group2","Day2",1
"7705","VASTOIC","GetDetail","Employee Record 36","7/18/19",10H 12M 58S,"Group2","Day2",2
"7706","VASTOIC","EditNotes","VASTOIC_revision_76_July_18_10:13_AM.patch","7/18/19",10H 13M 0S,"Group2","Day2",7
"7707","VASTOIC","GetDetail","Employee Record 7","7/18/19",10H 13M 7S,"Group2","Day2",41
"7708","VASTOIC","Search","Lais from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 13M 48S,"Group2","Day2",4
"7709","VASTOIC","Search","Lais from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 13M 52S,"Group2","Day2",1
"7710","VASTOIC","GetDetail","Email Header 1166","7/18/19",10H 13M 53S,"Group2","Day2",6
"7711","VASTOIC","GetDetail","Email Header 1159","7/18/19",10H 13M 59S,"Group2","Day2",7
"7712","VASTOIC","GetDetail","Email Header 1155","7/18/19",10H 14M 6S,"Group2","Day2",6
"7713","VASTOIC","GetDetail","Email Header 1151","7/18/19",10H 14M 12S,"Group2","Day2",6
"7714","VASTOIC","GetDetail","Email Header 1134","7/18/19",10H 14M 18S,"Group2","Day2",9
"7715","VASTOIC","Search","Lais AND Vann from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 14M 27S,"Group2","Day2",11
"7716","VASTOIC","Search","Lais AND Vann from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 14M 38S,"Group2","Day2",57
"7717","VASTOIC","Search","Juliana Vann from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 15M 35S,"Group2","Day2",3
"7718","VASTOIC","Search","Juliana Vann from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 15M 38S,"Group2","Day2",6
"7719","VASTOIC","GetDetail","Article 251","7/18/19",10H 15M 44S,"Group2","Day2",41
"7720","VASTOIC","GetDetail","Article 222","7/18/19",10H 16M 25S,"Group2","Day2",57
"7721","VASTOIC","GetDetail","Article 436","7/18/19",10H 17M 22S,"Group2","Day2",20
"7722","VASTOIC","GetDetail","Article 143","7/18/19",10H 17M 42S,"Group2","Day2",85
"7723","VASTOIC","GetDetail","Article 40","7/18/19",10H 19M 7S,"Group2","Day2",53
"7724","VASTOIC","EditNotes","VASTOIC_revision_77_July_18_10:20_AM.patch","7/18/19",10H 20M 0S,"Group2","Day2",45
"7725","VASTOIC","GetDetail","Article 452","7/18/19",10H 20M 45S,"Group2","Day2",52
"7726","VASTOIC","Search","Karel from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 21M 37S,"Group2","Day2",2
"7727","VASTOIC","Search","Karel from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 21M 39S,"Group2","Day2",1
"7728","VASTOIC","Search","Karel from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 21M 40S,"Group2","Day2",10
"7729","VASTOIC","Search","Karel from 1982-01-01 to 2014-01-23 page 1","7/18/19",10H 21M 50S,"Group2","Day2",4
"7730","VASTOIC","GetDetail","Article 327","7/18/19",10H 21M 54S,"Group2","Day2",NA
"7731","VASTOIC","EditNotes","VASTOIC_revision_79_July_18_10:29_AM.patch","7/18/19",10H 29M 0S,"Group2","Day2",310
"7732","VASTOIC","Search","Italy from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 34M 10S,"Group2","Day2",3
"7733","VASTOIC","Search","Italy from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 34M 13S,"Group2","Day2",2
"7734","VASTOIC","GetDetail","Article 419","7/18/19",10H 34M 15S,"Group2","Day2",99
"7735","VASTOIC","GetDetail","Article 157","7/18/19",10H 35M 54S,"Group2","Day2",10
"7736","VASTOIC","GetDetail","Article 362","7/18/19",10H 36M 4S,"Group2","Day2",7
"7737","VASTOIC","GetDetail","Article 123","7/18/19",10H 36M 11S,"Group2","Day2",64
"7738","VASTOIC","Search","Italy from 1982-01-01 to 2014-01-23 page 1","7/18/19",10H 37M 15S,"Group2","Day2",4
"7739","VASTOIC","Search","Italy from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 37M 19S,"Group2","Day2",101
"7740","VASTOIC","EditNotes","VASTOIC_revision_83_July_18_10:39_AM.patch","7/18/19",10H 39M 0S,"Group2","Day2",79
"7741","VASTOIC","Search","refuel from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 40M 19S,"Group2","Day2",2
"7742","VASTOIC","Search","refuel from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 40M 21S,"Group2","Day2",39
"7743","VASTOIC","EditNotes","VASTOIC_revision_85_July_18_10:41_AM.patch","7/18/19",10H 41M 0S,"Group2","Day2",44
"7744","VASTOIC","GetDetail","Article 41","7/18/19",10H 41M 44S,"Group2","Day2",1
"7745","VASTOIC","GetDetail","Article 387","7/18/19",10H 41M 45S,"Group2","Day2",4
"7746","VASTOIC","GetDetail","Article 443","7/18/19",10H 41M 49S,"Group2","Day2",7
"7747","VASTOIC","Search","Italy from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 41M 56S,"Group2","Day2",1
"7748","VASTOIC","Search","Italy from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 41M 57S,"Group2","Day2",26
"7749","VASTOIC","GetDetail","Article 157","7/18/19",10H 42M 23S,"Group2","Day2",4
"7750","VASTOIC","GetDetail","Article 362","7/18/19",10H 42M 27S,"Group2","Day2",6
