"Serial","Participant","ActionType","ActionParameters","Date","Time","Group","Day","duration"
"12608","VASTWI0","Search","Danisliau from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 53M 8S,"Group2","Day1",1
"12609","VASTWI0","Search","Danisliau from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 53M 9S,"Group2","Day1",51
"12610","VASTWI0","EditNotes","VASTWI0_revision_10_July_17_10:54_AM.patch","7/17/19",10H 54M 0S,"Group2","Day1",15
"12611","VASTWI0","Search","Rome from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 54M 15S,"Group2","Day1",2
"12612","VASTWI0","Search","Rome from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 54M 17S,"Group2","Day1",6
"12613","VASTWI0","GetDetail","Article 129","7/17/19",10H 54M 23S,"Group2","Day1",7
"12614","VASTWI0","GetDetail","Article 362","7/17/19",10H 54M 30S,"Group2","Day1",3
"12615","VASTWI0","GetDetail","Article 123","7/17/19",10H 54M 33S,"Group2","Day1",2
"12616","VASTWI0","Search","Rome from 1982-01-01 to 2015-01-01 page 1","7/17/19",10H 54M 35S,"Group2","Day1",6
"12617","VASTWI0","Search","Rome from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 54M 41S,"Group2","Day1",8
"12618","VASTWI0","Search","Pilot from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 54M 49S,"Group2","Day1",2
"12619","VASTWI0","Search","Pilot from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 54M 51S,"Group2","Day1",11
"12620","VASTWI0","Search","Pilot from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 55M 2S,"Group2","Day1",4
"12621","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 55M 6S,"Group2","Day1",19
"12622","VASTWI0","GetDetail","Employee Record 30","7/17/19",10H 55M 25S,"Group2","Day1",31
"12623","VASTWI0","GetDetail","Resume-StenigFusil.pdf","7/17/19",10H 55M 56S,"Group2","Day1",28
"12624","VASTWI0","GetDetail","Resume-IsiaVann.pdf","7/17/19",10H 56M 24S,"Group2","Day1",15
"12625","VASTWI0","GetDetail","Resume-LindaLagos.pdf","7/17/19",10H 56M 39S,"Group2","Day1",29
"12626","VASTWI0","Search","Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 57M 8S,"Group2","Day1",4
"12627","VASTWI0","Search","Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 57M 12S,"Group2","Day1",8
"12628","VASTWI0","GetDetail","Employee Record 50","7/17/19",10H 57M 20S,"Group2","Day1",7
"12629","VASTWI0","GetDetail","Employee Record 49","7/17/19",10H 57M 27S,"Group2","Day1",4
"12630","VASTWI0","GetDetail","Employee Record 50","7/17/19",10H 57M 31S,"Group2","Day1",20
"12631","VASTWI0","Search","Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 57M 51S,"Group2","Day1",49
"12632","VASTWI0","Search","lago from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 58M 40S,"Group2","Day1",9
"12633","VASTWI0","Search","Lagos from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 58M 49S,"Group2","Day1",2
"12634","VASTWI0","Search","Lagos from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 58M 51S,"Group2","Day1",1
"12635","VASTWI0","GetDetail","Employee Record 45","7/17/19",10H 58M 52S,"Group2","Day1",10
"12636","VASTWI0","GetDetail","Employee Record 4","7/17/19",10H 59M 2S,"Group2","Day1",20
"12637","VASTWI0","Search","Osvaldo from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 59M 22S,"Group2","Day1",2
"12638","VASTWI0","Search","Osvaldo from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 59M 24S,"Group2","Day1",1
"12639","VASTWI0","GetDetail","Employee Record 48","7/17/19",10H 59M 25S,"Group2","Day1",12
"12640","VASTWI0","Search","Hennie from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 59M 37S,"Group2","Day1",4
"12641","VASTWI0","Search","Hennie from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 59M 41S,"Group2","Day1",14
"12642","VASTWI0","Search","Hennie from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 59M 55S,"Group2","Day1",2
"12643","VASTWI0","GetDetail","Email Header 1169","7/17/19",10H 59M 57S,"Group2","Day1",6
"12644","VASTWI0","GetDetail","Email Header 1152","7/17/19",11H 0M 3S,"Group2","Day1",19
"12645","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 0M 22S,"Group2","Day1",3
"12646","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 0M 25S,"Group2","Day1",6
"12647","VASTWI0","GetDetail","Resume-HidekiCocinaro.pdf","7/17/19",11H 0M 31S,"Group2","Day1",35
"12648","VASTWI0","GetDetail","Resume-LoretoBodrogi.pdf","7/17/19",11H 1M 6S,"Group2","Day1",29
"12649","VASTWI0","AddConnection","Julian Vann","7/17/19",11H 1M 35S,"Group2","Day1",2
"12650","VASTWI0","AddConnection","Julian Vann","7/17/19",11H 1M 37S,"Group2","Day1",2
"12651","VASTWI0","GetDetail","Resume-MinkeMies.pdf","7/17/19",11H 1M 39S,"Group2","Day1",35
"12652","VASTWI0","Search","Pilot from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 2M 14S,"Group2","Day1",3
"12653","VASTWI0","Search","Pilot from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 2M 17S,"Group2","Day1",8
"12654","VASTWI0","Search","Jet from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 2M 25S,"Group2","Day1",2
"12655","VASTWI0","Search","Jet from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 2M 27S,"Group2","Day1",4
"12656","VASTWI0","Search","jet from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 2M 31S,"Group2","Day1",1
"12657","VASTWI0","Search","jet from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 2M 32S,"Group2","Day1",9
"12658","VASTWI0","GetDetail","Article 210","7/17/19",11H 2M 41S,"Group2","Day1",60
"12659","VASTWI0","GetDetail","Article 443","7/17/19",11H 3M 41S,"Group2","Day1",32
"12660","VASTWI0","GetDetail","Article 221","7/17/19",11H 4M 13S,"Group2","Day1",30
"12661","VASTWI0","GetDetail","Article 211","7/17/19",11H 4M 43S,"Group2","Day1",12
"12662","VASTWI0","GetDetail","Article 232","7/17/19",11H 4M 55S,"Group2","Day1",15
"12663","VASTWI0","GetDetail","Article 5","7/17/19",11H 5M 10S,"Group2","Day1",6
"12664","VASTWI0","GetDetail","Article 426","7/17/19",11H 5M 16S,"Group2","Day1",12
"12665","VASTWI0","GetDetail","Article 412","7/17/19",11H 5M 28S,"Group2","Day1",7
"12666","VASTWI0","GetDetail","Article 412","7/17/19",11H 5M 35S,"Group2","Day1",3
"12667","VASTWI0","Search","jet from 1982-01-01 to 2015-01-01 page 1","7/17/19",11H 5M 38S,"Group2","Day1",9
"12668","VASTWI0","GetDetail","Article 141","7/17/19",11H 5M 47S,"Group2","Day1",19
"12669","VASTWI0","GetDetail","Article 118","7/17/19",11H 6M 6S,"Group2","Day1",8
"12670","VASTWI0","Search","Sanjorge from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 6M 14S,"Group2","Day1",2
"12671","VASTWI0","Search","Sanjorge from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 6M 16S,"Group2","Day1",29
"12672","VASTWI0","GetDetail","Article 227","7/17/19",11H 6M 45S,"Group2","Day1",45
"12673","VASTWI0","GetDetail","Article 56","7/17/19",11H 7M 30S,"Group2","Day1",10
"12674","VASTWI0","GetDetail","Article 59","7/17/19",11H 7M 40S,"Group2","Day1",39
"12675","VASTWI0","GetDetail","Article 59","7/17/19",11H 8M 19S,"Group2","Day1",4
"12676","VASTWI0","GetDetail","Article 99","7/17/19",11H 8M 23S,"Group2","Day1",47
"12677","VASTWI0","GetDetail","Article 99","7/17/19",11H 9M 10S,"Group2","Day1",5
"12678","VASTWI0","Search","Sanjorge from 1982-01-01 to 2015-01-01 page 1","7/17/19",11H 9M 15S,"Group2","Day1",5
"12679","VASTWI0","GetDetail","Article 442","7/17/19",11H 9M 20S,"Group2","Day1",77
"12680","VASTWI0","GetDetail","Article 41","7/17/19",11H 10M 37S,"Group2","Day1",34
"12681","VASTWI0","Search","Sanjorge from 1982-01-01 to 2015-01-01 page 1","7/17/19",11H 11M 11S,"Group2","Day1",11
"12682","VASTWI0","GetDetail","Article 325","7/17/19",11H 11M 22S,"Group2","Day1",12
"12683","VASTWI0","GetDetail","Article 325","7/17/19",11H 11M 34S,"Group2","Day1",2
"12684","VASTWI0","GetDetail","Article 72","7/17/19",11H 11M 36S,"Group2","Day1",24
"12685","VASTWI0","EditNotes","VASTWI0_revision_11_July_17_11:12_AM.patch","7/17/19",11H 12M 0S,"Group2","Day1",32
"12686","VASTWI0","Search","Limosine from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 12M 32S,"Group2","Day1",4
"12687","VASTWI0","Search","limo from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 12M 36S,"Group2","Day1",2
"12688","VASTWI0","Search","limo from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 12M 38S,"Group2","Day1",16
"12689","VASTWI0","GetDetail","Article 412","7/17/19",11H 12M 54S,"Group2","Day1",19
"12690","VASTWI0","GetDetail","Article 426","7/17/19",11H 13M 13S,"Group2","Day1",14
"12691","VASTWI0","Search","limo from 1982-01-01 to 2015-01-01 page 1","7/17/19",11H 13M 27S,"Group2","Day1",21
"12692","VASTWI0","Search","Sanjorge from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 13M 48S,"Group2","Day1",1
"12693","VASTWI0","Search","Sanjorge from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 13M 49S,"Group2","Day1",1
"12694","VASTWI0","GetDetail","Bio-Sten%20SanjorgeJr.pdf","7/17/19",11H 13M 50S,"Group2","Day1",26
"12695","VASTWI0","GetDetail","Employee Record 22","7/17/19",11H 14M 16S,"Group2","Day1",12
"12696","VASTWI0","GetDetail","Email Header 1101","7/17/19",11H 14M 28S,"Group2","Day1",8
"12697","VASTWI0","GetDetail","Email Header 1094","7/17/19",11H 14M 36S,"Group2","Day1",9
"12698","VASTWI0","Search","Sten from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 14M 45S,"Group2","Day1",2
"12699","VASTWI0","Search","Sten from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 14M 47S,"Group2","Day1",1
"12700","VASTWI0","GetDetail","Article 227","7/17/19",11H 14M 48S,"Group2","Day1",15
"12701","VASTWI0","GetDetail","Article 56","7/17/19",11H 15M 3S,"Group2","Day1",14
"12702","VASTWI0","Search","Sanjorge from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 15M 17S,"Group2","Day1",NA
"12703","VASTWI0","Search","Silvia from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 18M 34S,"Group2","Day1",4
"12704","VASTWI0","Search","Sylvia from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 18M 38S,"Group2","Day1",2
"12705","VASTWI0","Search","Sylvio from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 18M 40S,"Group2","Day1",2
"12706","VASTWI0","Search","Silv from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 18M 42S,"Group2","Day1",1
"12707","VASTWI0","Search","Sylv from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 18M 43S,"Group2","Day1",3
"12708","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 18M 46S,"Group2","Day1",3
"12709","VASTWI0","Search","Silvia from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 18M 49S,"Group2","Day1",2
"12710","VASTWI0","Search","Silvia from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 18M 51S,"Group2","Day1",1
"12711","VASTWI0","GetDetail","Article 40","7/17/19",11H 18M 52S,"Group2","Day1",85
"12712","VASTWI0","Search","Silvia from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 20M 17S,"Group2","Day1",1
"12713","VASTWI0","Search","Silvia from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 20M 18S,"Group2","Day1",4
"12714","VASTWI0","Search","Silvia from 1982-01-01 to 2015-01-01 page 0","7/17/19",11H 20M 22S,"Group2","Day1",NA
"12715","VASTWI0","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 14M 26S,"Group2","Day2",2
"12716","VASTWI0","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 14M 28S,"Group2","Day2",92
"12717","VASTWI0","EditNotes","VASTWI0_revision_12_July_18_8:16_AM.patch","7/18/19",8H 16M 0S,"Group2","Day2",90
"12718","VASTWI0","GetDetail","Article 430","7/18/19",8H 17M 30S,"Group2","Day2",4
"12719","VASTWI0","Search","ON THE SC from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 17M 34S,"Group2","Day2",2
"12720","VASTWI0","Search","ON THE SCENE from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 17M 36S,"Group2","Day2",5
"12721","VASTWI0","Search","ON THE SCENE from 1982-01-01 to 2015-01-01 page 1","7/18/19",8H 17M 41S,"Group2","Day2",2
"12722","VASTWI0","GetDetail","Article 74","7/18/19",8H 17M 43S,"Group2","Day2",3
"12723","VASTWI0","GetDetail","Article 41","7/18/19",8H 17M 46S,"Group2","Day2",3
"12724","VASTWI0","Search","ON THE SCENE from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 17M 49S,"Group2","Day2",2
"12725","VASTWI0","GetDetail","Article 340","7/18/19",8H 17M 51S,"Group2","Day2",11
"12726","VASTWI0","GetDetail","Article 133","7/18/19",8H 18M 2S,"Group2","Day2",2
"12727","VASTWI0","GetDetail","Article 157","7/18/19",8H 18M 4S,"Group2","Day2",2
"12728","VASTWI0","GetDetail","Article 175","7/18/19",8H 18M 6S,"Group2","Day2",3
"12729","VASTWI0","GetDetail","Article 15","7/18/19",8H 18M 9S,"Group2","Day2",5
"12730","VASTWI0","GetDetail","Article 220","7/18/19",8H 18M 14S,"Group2","Day2",2
"12731","VASTWI0","GetDetail","Article 15","7/18/19",8H 18M 16S,"Group2","Day2",7
"12732","VASTWI0","GetDetail","Article 258","7/18/19",8H 18M 23S,"Group2","Day2",3
"12733","VASTWI0","GetDetail","Article 250","7/18/19",8H 18M 26S,"Group2","Day2",5
"12734","VASTWI0","GetDetail","Article 404","7/18/19",8H 18M 31S,"Group2","Day2",4
"12735","VASTWI0","GetDetail","Article 337","7/18/19",8H 18M 35S,"Group2","Day2",2
"12736","VASTWI0","GetDetail","Article 358","7/18/19",8H 18M 37S,"Group2","Day2",8
"12737","VASTWI0","Search","ON THE SCENE from 1982-01-01 to 2015-01-01 page 1","7/18/19",8H 18M 45S,"Group2","Day2",2
"12738","VASTWI0","GetDetail","Article 41","7/18/19",8H 18M 47S,"Group2","Day2",2
"12739","VASTWI0","GetDetail","Article 74","7/18/19",8H 18M 49S,"Group2","Day2",2
"12740","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 18M 51S,"Group2","Day2",8
"12741","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 1","7/18/19",8H 18M 59S,"Group2","Day2",8
"12742","VASTWI0","GetDetail","Article 256","7/18/19",8H 19M 7S,"Group2","Day2",5
"12743","VASTWI0","Search","VOICES from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 19M 12S,"Group2","Day2",10
"12744","VASTWI0","Search","VOICES from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 19M 22S,"Group2","Day2",9
"12745","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 19M 31S,"Group2","Day2",2
"12746","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 19M 33S,"Group2","Day2",18
"12747","VASTWI0","Search","Psycorps from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 19M 51S,"Group2","Day2",3
"12748","VASTWI0","Search","Psycorp from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 19M 54S,"Group2","Day2",5
"12749","VASTWI0","Search","Psycorp from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 19M 59S,"Group2","Day2",74
"12750","VASTWI0","Search","Psycorp from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 21M 13S,"Group2","Day2",2
"12751","VASTWI0","AddElement","Matt","7/18/19",8H 21M 15S,"Group2","Day2",6
"12752","VASTWI0","AddElement","Cory","7/18/19",8H 21M 21S,"Group2","Day2",5
"12753","VASTWI0","Search","Psycorp from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 21M 26S,"Group2","Day2",4
"12754","VASTWI0","Search","Psycorp from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 21M 30S,"Group2","Day2",2
"12755","VASTWI0","Search","Psycorp from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 21M 32S,"Group2","Day2",27
"12756","VASTWI0","Search","Kidnapped from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 21M 59S,"Group2","Day2",1
"12757","VASTWI0","Search","Kidnapped from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 22M 0S,"Group2","Day2",4
"12758","VASTWI0","Search","kidnapp from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 22M 4S,"Group2","Day2",2
"12759","VASTWI0","Search","kidnapp from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 22M 6S,"Group2","Day2",4
"12760","VASTWI0","Search","kidnapp from 1982-01-01 to 2015-01-01 page 1","7/18/19",8H 22M 10S,"Group2","Day2",1
"12761","VASTWI0","GetDetail","Article 2","7/18/19",8H 22M 11S,"Group2","Day2",18
"12762","VASTWI0","Search","kidnapp from 1982-01-01 to 2015-01-01 page 2","7/18/19",8H 22M 29S,"Group2","Day2",3
"12763","VASTWI0","Search","kidnapp from 1982-01-01 to 2015-01-01 page 3","7/18/19",8H 22M 32S,"Group2","Day2",2
"12764","VASTWI0","Search","kidnapp from 1982-01-01 to 2015-01-01 page 3","7/18/19",8H 22M 34S,"Group2","Day2",2
"12765","VASTWI0","Search","kidnapp from 1982-01-01 to 2015-01-01 page 2","7/18/19",8H 22M 36S,"Group2","Day2",84
"12766","VASTWI0","EditNotes","VASTWI0_revision_14_July_18_8:24_AM.patch","7/18/19",8H 24M 0S,"Group2","Day2",60
"12767","VASTWI0","EditNotes","VASTWI0_revision_15_July_18_8:25_AM.patch","7/18/19",8H 25M 0S,"Group2","Day2",NA
"12768","VASTWI0","EditNotes","VASTWI0_revision_16_July_18_8:28_AM.patch","7/18/19",8H 28M 0S,"Group2","Day2",251
"12769","VASTWI0","AddElement","M","7/18/19",8H 32M 11S,"Group2","Day2",229
"12770","VASTWI0","EditNotes","VASTWI0_revision_20_July_18_8:36_AM.patch","7/18/19",8H 36M 0S,"Group2","Day2",103
"12771","VASTWI0","Search","Mandor from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 37M 43S,"Group2","Day2",3
"12772","VASTWI0","Search","Mandor from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 37M 46S,"Group2","Day2",5
"12773","VASTWI0","Search","mandor from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 37M 51S,"Group2","Day2",1
"12774","VASTWI0","Search","mandor from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 37M 52S,"Group2","Day2",6
"12775","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 37M 58S,"Group2","Day2",10
"12776","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 38M 8S,"Group2","Day2",11
"12777","VASTWI0","Search","Carmine from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 38M 19S,"Group2","Day2",2
"12778","VASTWI0","Search","Carmine from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 38M 21S,"Group2","Day2",3
"12779","VASTWI0","GetDetail","Article 71","7/18/19",8H 38M 24S,"Group2","Day2",22
"12780","VASTWI0","Search","Osvaldo from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 38M 46S,"Group2","Day2",2
"12781","VASTWI0","Search","Osvaldo from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 38M 48S,"Group2","Day2",13
"12782","VASTWI0","GetDetail","Article 19","7/18/19",8H 39M 1S,"Group2","Day2",36
"12783","VASTWI0","GetDetail","Employee Record 48","7/18/19",8H 39M 37S,"Group2","Day2",31
"12784","VASTWI0","GetDetail","Email Header 1144","7/18/19",8H 40M 8S,"Group2","Day2",8
"12785","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 40M 16S,"Group2","Day2",2
"12786","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 40M 18S,"Group2","Day2",1
"12787","VASTWI0","GetDetail","Email Header 1022","7/18/19",8H 40M 19S,"Group2","Day2",9
"12788","VASTWI0","GetDetail","Email Header 870","7/18/19",8H 40M 28S,"Group2","Day2",60
"12789","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 41M 28S,"Group2","Day2",92
"12790","VASTWI0","EditNotes","VASTWI0_revision_24_July_18_8:43_AM.patch","7/18/19",8H 43M 0S,"Group2","Day2",59
"12791","VASTWI0","Search","Ferro from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 43M 59S,"Group2","Day2",4
"12792","VASTWI0","Search","Ferro from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 44M 3S,"Group2","Day2",1
"12793","VASTWI0","GetDetail","Employee Record 54","7/18/19",8H 44M 4S,"Group2","Day2",10
"12794","VASTWI0","GetDetail","Article 269","7/18/19",8H 44M 14S,"Group2","Day2",46
"12795","VASTWI0","EditNotes","VASTWI0_revision_25_July_18_8:45_AM.patch","7/18/19",8H 45M 0S,"Group2","Day2",4
"12796","VASTWI0","GetDetail","Article 47","7/18/19",8H 45M 4S,"Group2","Day2",31
"12797","VASTWI0","GetDetail","Employee Record 54","7/18/19",8H 45M 35S,"Group2","Day2",25
"12798","VASTWI0","EditNotes","VASTWI0_revision_26_July_18_8:46_AM.patch","7/18/19",8H 46M 0S,"Group2","Day2",4
"12799","VASTWI0","GetDetail","Email Header 961","7/18/19",8H 46M 4S,"Group2","Day2",4
"12800","VASTWI0","GetDetail","Email Header 976","7/18/19",8H 46M 8S,"Group2","Day2",7
"12801","VASTWI0","GetDetail","Email Header 976","7/18/19",8H 46M 15S,"Group2","Day2",4
"12802","VASTWI0","Search","MIes from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 46M 19S,"Group2","Day2",2
"12803","VASTWI0","Search","Mies from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 46M 21S,"Group2","Day2",1
"12804","VASTWI0","Search","Mies from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 46M 22S,"Group2","Day2",5
"12805","VASTWI0","GetDetail","Employee Record 33","7/18/19",8H 46M 27S,"Group2","Day2",6
"12806","VASTWI0","GetDetail","Employee Record 47","7/18/19",8H 46M 33S,"Group2","Day2",22
"12807","VASTWI0","GetDetail","Resume-MinkeMies.pdf","7/18/19",8H 46M 55S,"Group2","Day2",17
"12808","VASTWI0","GetDetail","Employee Record 5","7/18/19",8H 47M 12S,"Group2","Day2",43
"12809","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 47M 55S,"Group2","Day2",26
"12810","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 48M 21S,"Group2","Day2",17
"12811","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 48M 38S,"Group2","Day2",2
"12812","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 48M 40S,"Group2","Day2",15
"12813","VASTWI0","GetDetail","Email Header 840","7/18/19",8H 48M 55S,"Group2","Day2",16
"12814","VASTWI0","GetDetail","Email Header 840","7/18/19",8H 49M 11S,"Group2","Day2",2
"12815","VASTWI0","GetDetail","Email Header 837","7/18/19",8H 49M 13S,"Group2","Day2",10
"12816","VASTWI0","Search","Fusil from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 49M 23S,"Group2","Day2",1
